,url,website,cluster_dbscan,pca_cluster_dbscan,cluster_hdbscan,pca_cluster_hdbscan
1967,jigou.eastmoney.com/stock/beijinggushang,stock.eastmoney.com,135,133,189,189
1968,jigou.eastmoney.com/Stock/guoduzhengquan,stock.eastmoney.com,129,127,145,141
1969,jigou.eastmoney.com/futures/guangfaqihuo,stock.eastmoney.com,135,133,189,189
1970,jigou.eastmoney.com/stock/huaanzhengquan,stock.eastmoney.com,135,133,189,189
1971,jigou.eastmoney.com/stock/shouzhengtougu,stock.eastmoney.com,135,133,189,189
1972,jigou.eastmoney.com/stock/wanhezhengquan,stock.eastmoney.com,135,133,189,189
1973,jigou.eastmoney.com/stock/zhongfangxinfu,stock.eastmoney.com,135,133,189,189
1974,jigou.eastmoney.com/futures/zhongyuzixun,stock.eastmoney.com,135,133,189,189
1975,data.eastmoney.com/stockdata/002032.html,stock.eastmoney.com,120,118,63,64
1976,mingjia.eastmoney.com/Stock/qianxiangjin,stock.eastmoney.com,136,134,146,142
1977,renwu.eastmoney.com/gongfangxiong/index.html,stock.eastmoney.com,137,135,206,195
1978,renwu.eastmoney.com/caofengzuo/index.html,stock.eastmoney.com,138,136,198,196
1979,renwu.eastmoney.com/lidaxiao/index.html,stock.eastmoney.com,139,137,220,217
1980,mingjia.eastmoney.com/Stock/qianqimin,stock.eastmoney.com,140,138,132,128
1981,renwu.eastmoney.com/huzuliu/index.html,stock.eastmoney.com,141,139,221,216
1982,mingjia.eastmoney.com/Stock/wangzhenyuan,stock.eastmoney.com,136,134,146,142
1983,renwu.eastmoney.com/lidaokui/index.html,stock.eastmoney.com,139,137,220,217
1984,renwu.eastmoney.com/Renwu.aspx?r=chentianqiao,stock.eastmoney.com,142,140,129,126
1985,mingjia.eastmoney.com/Stock/mahongman,stock.eastmoney.com,140,138,132,128
1986,mingjia.eastmoney.com/Stock/renzeping,stock.eastmoney.com,140,138,132,128
1987,mingjia.eastmoney.com/Stock/panyingli,stock.eastmoney.com,140,138,132,128
1988,mingjia.eastmoney.com/Stock/chengdinghua,stock.eastmoney.com,136,134,146,142
1989,mingjia.eastmoney.com/Stock/yingjianzhong,stock.eastmoney.com,143,141,144,140
1990,renwu.eastmoney.com/huangxiangyuan/index.html,stock.eastmoney.com,144,142,215,200
1991,renwu.eastmoney.com/guotaiming/index.html,stock.eastmoney.com,138,136,198,196
1992,renwu.eastmoney.com/guoguangchang/index.html,stock.eastmoney.com,137,135,206,195
1993,renwu.eastmoney.com/huaqiao/index.html,stock.eastmoney.com,141,139,221,216
1994,renwu.eastmoney.com/lixunlei/index.html,stock.eastmoney.com,139,137,220,217
1995,renwu.eastmoney.com/maweihua/index.html,stock.eastmoney.com,139,137,220,217
1996,renwu.eastmoney.com/yinzhongli/index.html,stock.eastmoney.com,138,136,198,196
1997,renwu.eastmoney.com/zuoxiaolei/index.html,stock.eastmoney.com,138,136,198,196
1998,renwu.eastmoney.com/shiyuzhu/index.html,stock.eastmoney.com,139,137,220,217
1999,renwu.eastmoney.com/tangshuangning/index.html,stock.eastmoney.com,144,142,215,200
2000,data.eastmoney.com/report/industry.jshtml,stock.eastmoney.com,147,145,-1,-1
2001,mingjia.eastmoney.com/Stock/xiaoyuhang,stock.eastmoney.com,146,144,135,132
2002,mingjia.eastmoney.com/Stock/guihaoming,stock.eastmoney.com,146,144,135,132
2003,quote.eastmoney.com/center/gridlist.html#futures_cffex,stock.eastmoney.com,3,3,223,218
2004,quote.eastmoney.com/center/boardlist.html#industry_board,stock.eastmoney.com,11,11,227,224
2005,quote.eastmoney.com/center/boardlist.html#concept_board,stock.eastmoney.com,145,143,228,225
2006,quote.eastmoney.com/center/gridlist.html#hs_a_board,stock.eastmoney.com,74,74,183,184
2007,quote.eastmoney.com/center/futures.html,stock.eastmoney.com,-1,-1,-1,-1
2008,live.gushidaoshi.com/,stock.stockstar.com,-1,-1,-1,-1
2009,health.sohu.com/,q.stock.sohu.com,161,159,116,115
2010,mil.sohu.com/,q.stock.sohu.com,163,161,100,86
2011,chihe.sohu.com/food,q.stock.sohu.com,164,162,156,165
2012,cul.sohu.com/,q.stock.sohu.com,165,163,101,87
2013,astro.sohu.com/,q.stock.sohu.com,166,164,75,88
2014,society.sohu.com/,q.stock.sohu.com,167,165,127,124
2015,game.sohu.com/,q.stock.sohu.com,168,166,74,85
2016,fun.sohu.com/,q.stock.sohu.com,163,161,100,86
2017,acg.sohu.com/,q.stock.sohu.com,170,168,68,73
2018,pets.sohu.com/,q.stock.sohu.com,169,167,69,74
2019,baobao.sohu.com/,q.stock.sohu.com,161,159,116,115
2020,stock.sohu.com/upload/stock_mobile.html,q.stock.sohu.com,171,169,186,187
2021,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
2022,www.sohu.com/,q.stock.sohu.com,163,161,100,86
2023,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
2024,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
2025,up.sohu.com/,q.stock.sohu.com,173,171,93,103
2026,hr.sohu.com/apply/sohu/5681#/,q.stock.sohu.com,174,172,151,148
2027,ad.sohu.com/,q.stock.sohu.com,173,171,93,103
2028,mail.163.com/register/index.htm?from=163navi&regPage=163,money.163.comstock,175,173,28,26
2029,jubao.aq.163.com/,money.163.comstock,-1,-1,45,45
2030,open.163.com/#ftopnav0,money.163.comstock,-1,-1,-1,-1
2031,you.163.com/?from=web_fc_menhu_xinrukou_1,money.163.comstock,-1,-1,96,97
2032,www.163.com/#f=topnav,money.163.comstock,-1,174,-1,-1
2033,www.163.com/newsapp/#f=163nav,money.163.comstock,-1,-1,-1,-1
2034,ecard.163.com/,money.163.comstock,176,175,45,45
2035,ir.netease.com/,money.163.comstock,219,217,55,55
2036,gb.corp.163.com/gb/about/overview.html,money.163.comstock,-1,-1,-1,-1
2037,hr.163.com/,money.163.comstock,-1,-1,-1,-1
2038,help.mail.163.com/service.html,money.163.comstock,-1,-1,-1,-1
2039,emarketing.163.com/,money.163.comstock,220,218,125,117
2040,jubao.163.com/,money.163.comstock,176,175,45,45
2041,gb.corp.163.com/gb/contactus.html,money.163.comstock,177,176,121,123
2042,www.163.com/tech/article/G6TECBSI00097U7T.html,money.163.comstock,-1,-1,44,44
2043,auto.163.com/,money.163.comstock,-1,-1,-1,-1
2044,v.163.com/static/1/VK5UJ6CMK.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
2045,www.163.com/dy/article/G6LHDVO40539UWIU.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
2046,www.163.com/dy/article/G6R5I8D40550A702.html?f=post2020_dy_recommends,money.163.comstock,224,222,22,14
2047,v.163.com/static/1/VP5TEG1PL.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
2048,v.163.com/static/1/VT5OJQN4C.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
2049,v.163.com/static/1/VC5LC7EIF.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
2050,www.163.com/dy/article/G6T42L25051495U7.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,22,14
2051,v.163.com/static/1/VF5R1803U.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,26,24
2052,v.163.com/static/1/VW5LRTT37.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
2053,v.163.com/static/1/VO5L0GEUL.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
2054,www.163.com/tech/article/G6TFVH7J00097U7T.html,money.163.comstock,-1,-1,46,47
2055,www.163.com/dy/article/G6SMD4LT0545ECDY.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
2056,www.163.com/tech/article/G6SP9AEH00097U7T.html,money.163.comstock,-1,-1,46,47
2057,v.163.com/static/3/VKLMIGFUN.html,money.163.comstock,183,182,33,30
2058,v.163.com/static/3/VKLMVOQJU.html,money.163.comstock,183,182,33,30
2059,mail.163.com/register/index.htm?from=force/&cmd=register.entrance,money.163.comstock,-1,-1,-1,-1
2060,open.163.com/,money.163.comstock,226,224,-1,-1
2061,email.163.com/#from=163nav_icon,money.163.comstock,-1,-1,-1,-1
2062,sitemap.163.com/,money.163.comstock,-1,-1,-1,-1
2063,gb.corp.163.com/gb/legal.html,money.163.comstock,184,183,95,96
2064,www.163.com/dy/article/FSOCAJ9F05198SGG.html,money.163.comstock,179,178,42,42
2065,www.163.com/dy/article/FQKPC6JB0519DBFP.html,money.163.comstock,181,180,43,43
2066,www.163.com/dy/article/FQR47I4V0519D3BI.html,money.163.comstock,182,181,46,47
2067,www.163.com/dy/article/FQM2OJOT0519WCJG.html,money.163.comstock,181,180,43,43
2068,www.163.com/dy/article/FQO50HUB05198RSU.html,money.163.comstock,180,179,44,44
2069,www.163.com/dy/article/FR02LSHU051188EA.html,money.163.comstock,182,181,46,47
2070,comment.tie.163.com/FJ6U86J700259DLP.html,money.163.comstock,227,225,14,33
2071,comment.tie.163.com/FEBFDB2N00258105.html,money.163.comstock,227,225,14,33
2072,comment.tie.163.com/EO7URS2J00258105.html,money.163.comstock,228,226,15,34
2073,comment.tie.163.com/EM0AUMJC00259E3E.html,money.163.comstock,229,227,31,29
2074,comment.tie.163.com/EM0A0EIF00259E3E.html,money.163.comstock,230,228,32,32
2075,comment.tie.163.com/C3LTDI9O002580S6.html,money.163.comstock,227,225,14,33
2076,comment.tie.163.com/BSR7TD7E00251LKI.html,money.163.comstock,229,227,31,29
2077,comment.tie.163.com/BO2BKVNG00253B0H.html,money.163.comstock,229,227,31,29
2078,comment.tie.163.com/BLQAVBKD00253CVK.html,money.163.comstock,231,229,-1,-1
2079,temp.163.com/special/sp/ntes_404.html,money.163.comstock,-1,-1,-1,-1
2080,comment.tie.163.com/BGQ4QEEO00253B0H.html,money.163.comstock,229,227,31,29
2081,comment.tie.163.com/ANUV984400251LK6.html,money.163.comstock,228,226,15,34
2082,comment.tie.163.com/AHORBUSV00253CVK.html,money.163.comstock,231,229,-1,-1
2083,comment.tie.163.com/A9V0HS1700253B0H.html,money.163.comstock,228,226,15,34
2084,comment.tie.163.com/G6QJT61V00259DLP.html,money.163.comstock,230,228,32,32
2085,comment.tie.163.com/G6NTOP0V00258105.html,money.163.comstock,228,226,15,34
2086,comment.tie.163.com/G6NLR3HT00259G9J.html,money.163.comstock,230,228,32,32
2087,comment.tie.163.com/G6ITCN1F002580S6.html,money.163.comstock,227,225,14,33
2088,comment.tie.163.com/G6IGKSTD00258105.html,money.163.comstock,227,225,14,33
2089,comment.tie.163.com/G6FUG7MI00259DLP.html,money.163.comstock,229,227,31,29
2090,v.163.com/static/3/VKRISVEOV.html,money.163.comstock,183,182,33,30
2091,www.itougu.com/site/help.html,stock.jrj.com.cn,-1,-1,-1,-1
2092,www.itougu.com/site/help.html?tag=media,stock.jrj.com.cn,-1,-1,-1,-1
2093,www.itougu.com/?channel=VC835Z48D&tgqdcode=38DF753J,stock.jrj.com.cn,-1,-1,23,19
2094,www.stock888.cn/diagnosis.html?from=singlemessage,stock.cnfol.com,185,184,118,113
2095,finance.sina.cn/roll.d.html?rollCid=230808,finance.sina.com.cnstock,186,185,81,95
2096,news.sina.com.cn/guide/,finance.sina.com.cnstock,187,186,73,84
2097,news.sina.com.cn/feedback/post.html,finance.sina.com.cnstock,188,187,197,194
2098,finance.sina.cn/app/auto_download_finapp.shtml?source=zhibo01,finance.sina.com.cnstock,189,188,147,144
2099,corp.sina.com.cn/chn/copyright.html,finance.sina.com.cnstock,190,189,231,228
2100,finance.sina.cn/app/auto_download_finapp.shtml?source=cjzhengwen04,finance.sina.com.cnstock,191,190,137,136
2101,finance.sina.com.cn/7x24/,finance.sina.com.cnstock,192,191,0,0
2102,news.sina.com.cn/,finance.sina.com.cnstock,193,192,109,108
2103,sports.sina.com.cn/,finance.sina.com.cnstock,194,193,124,120
2104,ent.sina.com.cn/,finance.sina.com.cnstock,198,197,99,107
2105,tech.sina.com.cn/,finance.sina.com.cnstock,195,194,114,109
2106,blog.sina.com.cn/,finance.sina.com.cnstock,199,198,107,110
2107,photo.sina.com.cn/,finance.sina.com.cnstock,196,195,102,104
2108,zhuanlan.sina.com.cn/,finance.sina.com.cnstock,197,196,117,116
2109,corp.sina.com.cn/chn/copyright.html,finance.sina.com.cnstock,190,189,231,228
2110,www.sina.com.cn/contactus.html,finance.sina.com.cnstock,200,199,197,194
2111,www.sina.com.cn/intro/lawfirm.shtml,finance.sina.com.cnstock,190,189,231,228
2112,client.sina.com.cn/2015emarketing/,finance.sina.com.cnstock,201,200,89,100
2113,help.sina.com.cn/,finance.sina.com.cnstock,202,201,108,111
2114,ir.sina.com/,finance.sina.com.cnstock,203,202,-1,-1
2115,career.sina.com.cn/,finance.sina.com.cnstock,204,203,74,85
2116,ir.sina.com.cn/index.shtml,finance.sina.com.cnstock,205,204,149,149
2117,finance.sina.cn/app/auto_download_finapp.shtml?source=gegu03,finance.sina.com.cnstock,206,205,148,145
2118,guba.sina.com.cn/?s=bar&name=sh000001,finance.sina.com.cnstock,207,206,187,152
2119,finance.sina.cn/app/auto_download_finapp.shtml?source=gegu05,finance.sina.com.cnstock,206,205,148,145
2120,guba.sina.com.cn/,finance.sina.com.cnstock,210,194,115,109
2121,blog.sina.com.cn/lm/stock/index.html,finance.sina.com.cnstock,-1,-1,-1,-1
2122,help.sina.com.cn/,finance.sina.com.cnstock,202,201,108,111
2123,ir.sina.com.cn/,finance.sina.com.cnstock,208,207,-1,-1
2124,topic.t.sina.com.cn/finance/zqwbks/index.shtml,finance.sina.com.cnstock,209,208,213,204
2125,finance.sina.cn/dichan007/,finance.sina.com.cnstock,211,209,50,50
2126,finance.sina.cn/baijiu007/,finance.sina.com.cnstock,212,210,51,51
2127,slide.sc.sina.com.cn/news/slide_20_88180_605682.html#p=1,finance.sina.com.cnstock,-1,-1,12,12
2128,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2129,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2130,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2131,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2132,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2133,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2134,data.eastmoney.com/report/zw_stock.jshtml?encodeUrl=2sRfUbXBXfvY3J6Vb4fkArfOwMJL3tYR668AxKd7E4U=,stock.eastmoney.com,-1,-1,9,9
2135,data.eastmoney.com/zjlx/detail.html,stock.eastmoney.com,1,1,222,215
2136,data.eastmoney.com/cjsj/gpkhsj.html,stock.eastmoney.com,1,1,222,215
2137,data.eastmoney.com/cjsj/gpjytj.html,stock.eastmoney.com,1,1,222,215
2138,data.eastmoney.com/bkzj/hy.html,stock.eastmoney.com,2,2,191,183
2139,blog.eastmoney.com/czwangzhigang/blog_1013896089.html,stock.eastmoney.com,-1,-1,130,127
2140,quote.eastmoney.com/center/gridlist.html#futures_cffex,stock.eastmoney.com,3,3,223,218
2141,quote.eastmoney.com/center/qqzs.html,stock.eastmoney.com,4,4,165,157
2142,zqhd.18.cn/index.html?ad_id=web_kh_dcsy_jycdl_01_01_01_1,stock.eastmoney.com,5,5,39,41
2143,data.eastmoney.com/zjlx/dpzjlx.html,stock.eastmoney.com,1,1,222,215
2144,data.eastmoney.com/bbsj/,stock.eastmoney.com,6,6,152,151
2145,fund.eastmoney.com/,stock.eastmoney.com,7,7,98,92
2146,quote.eastmoney.com/zixuan/?from=favor,stock.eastmoney.com,8,8,218,211
2147,quote.eastmoney.com/center/gridlist.html#gem_board,stock.eastmoney.com,9,9,225,219
2148,quote.eastmoney.com/center/gridlist.html#neeq_stocks,stock.eastmoney.com,10,10,204,202
2149,quote.eastmoney.com/center/gridlist.html#hkah_comparison,stock.eastmoney.com,11,11,227,224
2150,quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=G&sortRule=-1#sh_a_board,stock.eastmoney.com,12,12,67,72
2151,quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=G&sortRule=-1#sz_a_board,stock.eastmoney.com,12,12,67,72
2152,data.eastmoney.com/bkzj/gn.html,stock.eastmoney.com,2,2,191,183
2153,data.eastmoney.com/bkzj/dy.html,stock.eastmoney.com,2,2,191,183
2154,passport2.eastmoney.com/pub/login?backurl=http%3A%2F%2Fi.eastmoney.com%2F,stock.eastmoney.com,13,13,56,56
2155,quote.eastmoney.com/center/boardlist.html#boards-BK05001,stock.eastmoney.com,14,14,80,94
2156,quote.eastmoney.com/center/boardlist.html#boards-BK07011,stock.eastmoney.com,14,14,80,94
2157,quote.eastmoney.com/center/boardlist.html?st=ChangePercent&sortRule=0#industry_board,stock.eastmoney.com,15,15,61,60
2158,quote.eastmoney.com/center/boardlist.html?st=ChangePercent&sortRule=0#concept_board,stock.eastmoney.com,16,16,60,61
2159,quote.eastmoney.com/center/boardlist.html?st=ChangePercent&sortRule=0#region_board,stock.eastmoney.com,17,17,59,59
2160,data.eastmoney.com/xg/xg/default.html,stock.eastmoney.com,18,18,199,197
2161,quote.eastmoney.com/center/gridlist.html#newshares,stock.eastmoney.com,19,19,190,190
2162,data.eastmoney.com/xg/xg/calendar.html,stock.eastmoney.com,20,20,200,198
2163,data.eastmoney.com/xg/gh/default.html,stock.eastmoney.com,18,18,199,197
2164,quote.eastmoney.com/center/gridlist.html#us_medicine_food,stock.eastmoney.com,21,21,170,170
2165,quote.eastmoney.com/center/gridlist.html#us_automotive_energy,stock.eastmoney.com,22,22,171,171
2166,video.eastmoney.com/,stock.eastmoney.com,23,23,112,101
2167,global.eastmoney.com/,stock.eastmoney.com,24,24,105,93
2168,data.eastmoney.com/report/ylyc.html,stock.eastmoney.com,1,1,222,215
2169,data.eastmoney.com/report/hyyb.html,stock.eastmoney.com,1,1,222,215
2170,data.eastmoney.com/report/clbg.html,stock.eastmoney.com,1,1,222,215
2171,data.eastmoney.com/dxf/default.html,stock.eastmoney.com,1,1,222,215
2172,data.eastmoney.com/stockcomment/,stock.eastmoney.com,25,25,166,156
2173,quote.eastmoney.com/center/,stock.eastmoney.com,26,26,123,118
2174,jigou.eastmoney.com/stock.html,stock.eastmoney.com,27,27,175,175
2175,mingjia.eastmoney.com/stock.html,stock.eastmoney.com,28,28,180,180
2176,data.eastmoney.com/report/,stock.eastmoney.com,0,0,173,173
2177,data.eastmoney.com/executive/,stock.eastmoney.com,29,29,153,153
2178,quote.eastmoney.com/center/boardlist.html#boards-BK06111,stock.eastmoney.com,14,14,80,94
2179,quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=C&sortRule=-1#sh_a_board,stock.eastmoney.com,12,12,67,72
2180,quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=C&sortRule=-1#sz_a_board,stock.eastmoney.com,12,12,67,72
2181,zqhd.18.cn/index.html?ad_id=web_kh_dcsy_dbtkwzl_01_01_01_0,stock.eastmoney.com,30,30,39,41
2182,kuaixun.eastmoney.com/,stock.eastmoney.com,31,31,79,71
2183,topic.eastmoney.com/yhcs21/,stock.eastmoney.com,-1,-1,-1,-1
2184,topic.eastmoney.com/ykyl21/,stock.eastmoney.com,-1,-1,-1,-1
2185,topic.eastmoney.com/hdtxqqls/,stock.eastmoney.com,86,85,155,155
2186,guba.eastmoney.com/,stock.eastmoney.com,7,7,98,92
2187,finance.eastmoney.com/yaowen.html,stock.eastmoney.com,32,32,174,174
2188,www.eastmoney.com/,stock.eastmoney.com,33,33,84,81
2189,fund.eastmoney.com/,stock.eastmoney.com,7,7,98,92
2190,topic.eastmoney.com/,stock.eastmoney.com,34,34,86,67
2191,data.eastmoney.com/other/dxzf.html,stock.eastmoney.com,58,58,210,210
2192,data.eastmoney.com/xg/pg/,stock.eastmoney.com,59,59,110,112
2193,data.eastmoney.com/other/gkzf.html,stock.eastmoney.com,58,58,210,210
2194,fund.eastmoney.com/ztjj/#!curr/zf-%E7%83%AD%E9%97%A8%E4%B8%BB%E9%A2%98/fs/SYL_3Y/fst/DESC,stock.eastmoney.com,60,60,20,20
2195,data.eastmoney.com/kzz/default.html,stock.eastmoney.com,1,1,222,215
2196,fund.eastmoney.com/ztjj/#!curr/zf-%E7%83%AD%E9%97%A8%E4%B8%BB%E9%A2%98/fs/SYL_6Y/fst/DESC,stock.eastmoney.com,60,60,20,20
2197,fund.eastmoney.com/trade/default.html,stock.eastmoney.com,48,48,232,229
2198,fundlc.eastmoney.com/,stock.eastmoney.com,49,49,82,79
2199,emhd2.eastmoney.com/market/,stock.eastmoney.com,50,50,62,62
2200,about.eastmoney.com/home/disclaimer,stock.eastmoney.com,51,51,179,179
2201,about.eastmoney.com/home/legal,stock.eastmoney.com,52,52,158,160
2202,about.eastmoney.com/home/parper,stock.eastmoney.com,53,53,163,163
2203,about.eastmoney.com/home/links,stock.eastmoney.com,52,52,158,160
2204,about.eastmoney.com/,stock.eastmoney.com,54,54,87,68
2205,data.eastmoney.com/gzqh/default.html,stock.eastmoney.com,44,44,226,223
2206,data.eastmoney.com/IF/Data/Contract.html?va=IF,stock.eastmoney.com,45,45,37,38
2207,data.eastmoney.com/ifdata/jcjz.html#113_6,stock.eastmoney.com,46,46,120,122
2208,data.eastmoney.com/IF/Data/Member.html,stock.eastmoney.com,47,47,52,54
2209,data.eastmoney.com/IF/Data/Volume.html,stock.eastmoney.com,47,47,52,54
2210,caifuhao.eastmoney.com/,stock.eastmoney.com,35,35,70,77
2211,xinsanban.eastmoney.com/,stock.eastmoney.com,55,55,78,78
2212,guba.eastmoney.com/jj.html,stock.eastmoney.com,56,56,172,172
2213,data.eastmoney.com/xg/xg/chart/price.html,stock.eastmoney.com,214,212,229,226
2214,data.eastmoney.com/xg/xg/sbqy.html,stock.eastmoney.com,215,213,162,162
2215,data.eastmoney.com/xg/gh/default.html?stat=2&st=1,stock.eastmoney.com,216,214,-1,-1
2216,data.eastmoney.com/xg/xg/chart/fxsyl.html,stock.eastmoney.com,214,212,229,226
2217,data.eastmoney.com/xg/xg/chart/sssr.html,stock.eastmoney.com,217,215,230,227
2218,data.eastmoney.com/xg/xg/chart/zql.html,stock.eastmoney.com,-1,-1,-1,-1
2219,data.eastmoney.com/xg/xg/dxsyl.html,stock.eastmoney.com,-1,-1,162,162
2220,data.eastmoney.com/xg/xg/chart/mzze.html,stock.eastmoney.com,217,215,230,227
2221,emdesk.eastmoney.com/pc_activity/Pages/VIPTrade/pages/level2.html,stock.eastmoney.com,-1,-1,-1,-1
2222,quote.eastmoney.com/center/gridlist.html#newshares,stock.eastmoney.com,19,19,190,190
2223,data.eastmoney.com/notices/,stock.eastmoney.com,-1,-1,-1,-1
2224,blog.eastmoney.com/gscpns/blog_1013987583.html,stock.eastmoney.com,-1,-1,111,106
2225,dougu.eastmoney.com/list.html?type=gjb&win=today,stock.eastmoney.com,57,57,185,186
2226,dougu.eastmoney.com/list.html?type=gjb&win=guize,stock.eastmoney.com,57,57,185,186
2227,data.eastmoney.com/xg/xg/chart/cyb/price.html,stock.eastmoney.com,36,36,235,232
2228,data.eastmoney.com/xg/xg/default.html?stat=3,stock.eastmoney.com,37,37,139,135
2229,data.eastmoney.com/xg/xg/chart/cyb/fxsyl.html,stock.eastmoney.com,36,36,235,232
2230,data.eastmoney.com/xg/gh/default.html?mkt=3,stock.eastmoney.com,38,38,140,134
2231,data.eastmoney.com/xg/xg/default.html?mkt=cyb,stock.eastmoney.com,39,39,178,178
2232,data.eastmoney.com/xg/xg/chart/cyb/sssr.html,stock.eastmoney.com,40,40,236,233
2233,data.eastmoney.com/xg/xg/chart/cyb/zql.html,stock.eastmoney.com,41,41,234,231
2234,data.eastmoney.com/hsgt/,stock.eastmoney.com,6,6,152,151
2235,data.eastmoney.com/xg/xg/chart/cyb/mzze.html,stock.eastmoney.com,40,40,236,233
2236,quote.eastmoney.com/center/gridlist.html#gem_board,stock.eastmoney.com,9,9,225,219
2237,data.eastmoney.com/stockcomment/mkt6.html,stock.eastmoney.com,42,42,138,143
2238,data.eastmoney.com/report/profitforecast.jshtml?market=gem,stock.eastmoney.com,43,43,160,146
2239,data.eastmoney.com/gdfx/HoldingStatistics.aspx?gdlx=1,stock.eastmoney.com,-1,-1,-1,-1
2240,quote.eastmoney.com/center/mgsc.html,stock.eastmoney.com,4,4,165,157
2241,quote.eastmoney.com/center/gridlist.html#us_wellknown,stock.eastmoney.com,72,72,211,212
2242,quote.eastmoney.com/center/gridlist.html#forex_basic,stock.eastmoney.com,10,10,204,202
2243,quote.eastmoney.com/center/gridlist.html#hk_gem,stock.eastmoney.com,71,71,205,203
2244,quote.eastmoney.com/center/gridlist.html#us_technology,stock.eastmoney.com,3,3,223,218
2245,quote.eastmoney.com/center/gridlist.html#us_financial,stock.eastmoney.com,72,72,211,212
2246,dougu.eastmoney.com/,stock.eastmoney.com,73,73,113,102
2247,quote.eastmoney.com/center/whsc.html,stock.eastmoney.com,4,4,165,157
2248,quote.eastmoney.com/center/whsc.html,stock.eastmoney.com,4,4,165,157
2249,quote.eastmoney.com/forex/HKDCNYI.html,stock.eastmoney.com,82,81,35,36
2250,quote.eastmoney.com/cnyrate/USDCNYC.html,stock.eastmoney.com,83,82,35,36
2251,quote.eastmoney.com/forex/USDCNH.html,stock.eastmoney.com,84,83,34,35
2252,quote.eastmoney.com/center/gridlist.html#ab_comparison_sh,stock.eastmoney.com,21,21,170,170
2253,quote.eastmoney.com/center/gridlist.html#ab_comparison_sz,stock.eastmoney.com,21,21,170,170
2254,quote.eastmoney.com/center/gridlist.html#b_board,stock.eastmoney.com,85,84,212,213
2255,data.eastmoney.com/notices/shb.html,stock.eastmoney.com,1,1,222,215
2256,data.eastmoney.com/notices/szb.html,stock.eastmoney.com,1,1,222,215
2257,so.eastmoney.com/news/s?keyword=%e4%ba%ba%e6%b0%91%e5%b8%81%e5%af%b9%e7%be%8e%e5%85%83,stock.eastmoney.com,-1,-1,41,40
2258,quote.eastmoney.com/forex/USDHKD.html,stock.eastmoney.com,84,83,34,35
2259,quote.eastmoney.com/center/gridlist.html#b_board,stock.eastmoney.com,85,84,212,213
2260,quote.eastmoney.com/center/gridlist.html#b_board,stock.eastmoney.com,85,84,212,213
2261,so.eastmoney.com/news/s?keyword=%e4%ba%ba%e6%b0%91%e5%b8%81%e6%b1%87%e7%8e%87,stock.eastmoney.com,-1,-1,41,40
2262,quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sr=-1#sh_a_board,stock.eastmoney.com,61,61,72,82
2263,jigou.eastmoney.com/guojiyanshengpinzhiku/index.html,stock.eastmoney.com,62,62,202,205
2264,quote.eastmoney.com/center/mgsc.html,stock.eastmoney.com,4,4,165,157
2265,quote.eastmoney.com/center/boardlist.html?st=ChangePercent&sortRule=0#concept_board,stock.eastmoney.com,16,16,60,61
2266,data.eastmoney.com/hsgt/index.html,stock.eastmoney.com,58,58,210,210
2267,jigou.eastmoney.com/guotaijunanqihuo/index.html,stock.eastmoney.com,63,63,207,214
2268,jigou.eastmoney.com/zhongxinjiantouqihuo/index.html,stock.eastmoney.com,64,64,203,206
2269,jigou.eastmoney.com/zhongxinjiantouzhengquan/index.html,stock.eastmoney.com,65,65,182,182
2270,jigou.eastmoney.com/jinbailintouzi/index.html,stock.eastmoney.com,66,66,214,199
2271,jigou.eastmoney.com/shanghaijinshuwang/index.html,stock.eastmoney.com,67,67,217,221
2272,jigou.eastmoney.com/shanghaiyousewang/index.html,stock.eastmoney.com,68,68,216,222
2273,jigou.eastmoney.com/shanghaizhengquantong/index.html,stock.eastmoney.com,62,62,202,205
2274,quote.eastmoney.com/center/gridlist.html#ah_comparison,stock.eastmoney.com,3,3,223,218
2275,vote.eastmoney.com/,stock.eastmoney.com,69,69,92,66
2276,topic.eastmoney.com/zhengquan.html,stock.eastmoney.com,70,70,180,180
